objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,people,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,credit,exhibitionlabel,onview
MTHM_Decorators-AA-1879-1883_11,MTHM_Decorators-AA-1879-1883_11.jpg,,,The Veterans' Room,Scribner's Vol. XXII,1879-1883,,,,,,,The Mark Twain House and Museum,Decorators Associated Artists 1879-1883 -11,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Museum collections,,
MTHM_EarlySketch,MTHM_EarlySketch.jpg,,,Early Sketch of Mark Twain House,,,,,,,,,The Mark Twain House and Museum,Early MTH sketch,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House and Museum collections,,
MTHM_EdwardPotter,EdwardPotter.jpg,,,Portrait of Edward Tuckerman Potter,,,,,,,,,The Mark Twain House and Museum,Edward T. Potter,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House and Museum collections,,
MTHM_Employees_Oneil_06,MTHM_Employees_Oneil_06.JPG,,,John & Ellen O'Neil,,1905,,,,,,," The Mark Twain Papers, Bancroft Library, University of California at Berkeley",MTHM_Employees_Oneil_06,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Image courtesy of The Mark Twain Papers, Bancroft Library, University of California at Berkeley",,
MTHM_Employees_Rosa,MTHM_Employees_Rosa.jpg,,,Rosina Hay,Horace L. Bundy,,,,,,,,The Mark Twain House and Museum,MTHM_Employees_Rosa,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House & Museum, Gift of Olivia Lada-Mocarski",,
MTHM_Employees01,MTHM_Employees_Patrick.jpg,,,Patrick McAleer,,,,,,,,,The Mark Twain House and Museum,Employees -1 Patrick McAleer,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House and Museum collections,,
MTHM_Employees-13,MTHM_Employees-13.jpg,,,Tintype portrait of Mary Ann Cord (1798-1888),Unknown,c.1855-1865,"This photograph is a tintype, which is a photograph made by creating a direct positive on a thin sheet of metal. Tintypes were often used for portraits between 1853 when it was introduced by Adolphe Alexandre Martine) and the mid-1860s. This black and white portrait was mostly likely taken in a photographers studio. It depicts an African-American worman standing on a rug, next to a chair and with windows behind her to the proper left. The woman is wearing a black, long-sleeved, mid-thigh legnth top and a white floor-legthen skirt. Her right hand is resting on the back/top of the tuffeted arm chair. The chair has wooden arms and lefts but the seat, back, and arms are covered in what appears to be velvet-like fabric. The woman's top has a collar and buttons down the front. The woman's hiar is platted and tied up on the back of her head; a part just left of center is prominate. The woman's body is posed at a slight angle to the camera with her left shoulder and arm closer to the camera; however, the woman's head is turned to peer directly at the camera/viewer. She has a slight smile on her face. There may be something in the woman's left hand but what it is in unidefiable. The photograph has a white boarder with no text written to identify the subject or photographer. The woman has been identified as Mary Ann Cord. ",Social; Identity; Cultural; Arts; Race/Ethnicity; Visual Arts; Photogrpahy; Economic; Business; Consumer; Technology/Innovation/Invention,Mary Ann Cord,"Elmira, New York",42.0897022,-76.80803859,The Mark Twain House and Museum,Employees-13,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Museum Collections,"Mary Ann Cord  (1798-1888), liberated from slavery during the Civil War, worked as a cook at Quarry Farm. Clemens heard her life story while staying in Elmira in the summer of 1874. Publishing it in the Atlantic Monthly the same year, he titled it “A True Story: Repeated Word for Word as I Heard It.” He changed her name to “Aunt Rachel.”
 
Cord’s son Henry, a barber in Elmira, brought her to the city, where she married Primus Cord and lived out her life working “in service” with several families. She died at age 80 in 1888 and is buried in the same cemetery as the Clemens and Langdon families.",
MTHM_Employees21,MTHM_Employees-KatyLeary.jpg,,,Katy Leary,Horace L. Bundy,,,,,,,,The Mark Twain House and Museum,Employees -21 Katy Leary,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House and Mueum, Gift in memory of Marguerite Leary Conway, 2005",,
MTHM_Family_JaneClemens-01,MTHM_Family_JaneClemens-01.jpg,,,Jane Lampton Clemens,,,,,,,,,The Mark Twain House and Museum,MTHM_Family_JaneClemens-01,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House & Museum, Gift of Harper's",,
MTHM_Friends_CharlesWarner-01,MTHM_Friends_CharlesWarner-01.jpg,,,Charles Dudley Warner,,1880,,,,,,,The Mark Twain House and Museum,MTHM_Friends_CharlesWarner-01,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Museum collections,,
MTHM_Friends_JosephTwichell-02,MTHM_Friends_JosephTwichell-02.jpg,,,Joseph Twichell,,c. 1880,,,,,,,The Mark Twain House and Museum,MTHM_Friends_JosephTwichell-02,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House & Museum, Gift of NBC",,
MTHM_Gillette-William_10,Gillette-William_10.jpg,,,William Gillette,,c. 1875,,,,,,,The Mark Twain House and Museum,"Friends Photos - Gillette, William -10",Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House and Museum collections,,
MTHM_Hartford_Bike,MTHM_Hartford_Bike.jpg,,,Connecticut Bicycle Club on Main Street of Hartford,,1890,,Cultural; Arts; Visual Arts; Photography; Built Environment; Environmental;  Architecture; Clubs/Organizations; Sports & Recreaction; Athletics,,,,,The Mark Twain House and Museum,MTHM-Hartford_Bike,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Museum collections,,
MTHM_Holbrook_1960,Holbrook-perfoms-1960.jpg,,,Hal Holbrook preforms as Mark Twain,unknown,1960,,Social; Identity; Cultural; Arts; Preforming Arts; Theatre; Economic; Business;,Hal Holbrook,,,,The Mark Twain House and Museum,Holbrook perfoms 1960,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twian House & Museum Institutional Archive,,
MTHM_HookerHouse-01,MTHM_HookerHouse-01.jpg,,,Home of John and Isabelal Beecher Hooker,,1870s-1880s,,,,,,,The Mark Twain House and Museum,Hooker House 01,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Museum collections,,
MTHM_House-Exterior_1874-1881_05,MTHM_House-Exterior_1874-1881_05.jpg,,,Mark Twain House Exterior,,1874-1881,,,,,,,The Mark Twain House and Museum,MT House Exterior 1874-1881-05,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Museum collections,,
MTHM_House-Exterior_1874-1881-07,MTHM_House-Exterior_1874-1881-07.jpg,,,The Mark Twain House,,1874-1881,,,,"351 Farmington Ave, Hartford, Connecticut ",41.76705545,-72.70141583,The Mark Twain House and Museum,MTHM_House-Exterior_1874-1881-07,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Museum collections,,
MTHM_House-Exterior_1882-1903_02,MTHM_House-Exterior_1882-1903_02.jpg,,,Mark Twain House grounds,Frank G. Warner,1882-1903,,,,,,,The Mark Twain House and Museum,MT House Exterior 1882-1903-02,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House & Museum, Gift of Olivia Loomis Lada-Mocarski",,
MTHM_House-Exterior_1903-1950_07,MTHM_House-Exterior_1903-1950_07.jpg,,,Greenhouse,,1908,,,,,,,The Mark Twain House and Museum,MT House Exterior 1882-1903-07,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House & Museum, Gift of Prudhomme",,
MTHM_House-Exterior_1903-1950_14,MTHM_House-Exterior_1903-1950_14.jpg,,,Park River and The Mark Twain House,,c. 1910,,,,,,,The Mark Twain House and Museum,MT House-Exterior 1903-1950-14,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Museum collections,,
MTHM_House-Exterior_1903-1950_15,MTHM_House-Exterior_1903-1950_15.jpg,,,Mark Twain House with the Park River,Albert Bigelow Paine,c.1911,,Cultural; Arts; Visual Arts; Photography; Environmental; Built Environment; Architecture; Landscape Architecture;,Albert Bigelow Paine,"351 Farmington Ave, Hartford, Connecticut ",41.76705545,-72.70141583,The Mark Twain House and Museum,MT House Exterior 1903-1950-15,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Museum collections,,
MTHM_House-Exterior_1903-1950_16,MTHM_House-Exterior_1903-1950_16.jpg,,,Kingswood School,,c. 1919,,,,,,,The Mark Twain House and Museum,MT House Exterior 1903-1950-16,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Museum collections,,
MTHM_House-Grounds-04,MTHM_House-Grounds-04.jpg,,,Park River View from MTH Library,Albert Bigelow Paine,1911,,,,,,,The Mark Twain House and Museum,MT House Grounds-04,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Museum collections,,
MTHM_House-Interior_DrawingRoom-15B,MTHM_House-Interior_DrawingRoom-15B.jpg,,,Photograph of mirror installation in drawing room,,1959,,,,"351 Farmington Ave, Hartford, Connecticut ",41.76705545,-72.70141583,The Mark Twain House and Museum,MTHM_House-Interior_DrawingRoom-15B,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Museum collections,"This photograph shows a Renaissance Revival pier glass mirror being installed into the Hartford home�s drawing room. The mirror was a wedding gift to the Clemenses from Olivia�s parents, Jervis and Olivia Langdon. It graced their first home together in Buffalo, New York, before it moved with them here to Hartford. ",
MTHM_House-Interior_FirstFloor,MTHM_House-Interior_FirstFloor.jpg,,,First Floor Layout of Mark Twain House,,,,,,,,,The Mark Twain House and Museum,MTHM_House-Interior_FirstFloor,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Museum collections,,
MTHM_House-Interior_FrontHall1967,MTHM_House-Interior_FrontHall1967.jpg,,,Walter K. Schwinn and Hal Holbrook,,1967,,,,,,,The Mark Twain House and Museum,Walter Schwinn and Hal in Front Hall 1967,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Museum Institutional Archives,,
MTHM_Jean1880-1891_5,MTHM_Jean1880-1891_5.jpg,,,Portrait of Jane Lampton Clemens,Horace L. Bundy,1885,,social; personal relationships; faily; identity; cultural; Arts; visual arts; photography,Jane Lampton Clemens; Horace L. Bundy,,,,The Mark Twain House and Museum,Childrens Photos Jean 1880-1891 -5,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House and Museum, Gift of Olivia Loomis Lada- Mocarski","Photograph of Jane Lampton Clemens, called Jean by her family. Jean was the fourth born child and only son to Samuel L. Clemens and Olivia L. Clemens (nee Langdon).",
MTHM_Jervis-Langdon,JervisLangdon.jpg,,,Jervis Langdon,,,,,,,,,The Mark Twain House and Museum,Jervis Langdon,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Museum collections,,
MTHM_Langdon2,MTHM_Langdon2.jpg,,,Portrait of Langdon Clemens in Pram,John H. Whitney,1871-1872,"Black and white photographic negative, 5x4 inches with image 4.5x2.875 inches. Photograph is of a young child. sitting in a pram, covered by a blanket. The child is looking directly at the camera. The child is idenjpgied as Langdon Clemens.",social; personal relationships; faily; identity; cultural; Arts; visual arts; photography,John H. Whitney; Langdon Clemens,,,,The Mark Twain House and Museum,Children's Photos: Langdon -2,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House and Museum; Gift of the Webster Family,"Photograph of Langdon Clemens in a pram. Langdon was the first born child and only son to Samuel L. Clemens and Olivia L. Clemens (nee Langdon). He was born prematurely on Nov. 7� 1870� and continued to be weak and sickly throughout his short life. He died of diphtheria on June 2� 1872� at the age of only 19 months.

Exact date of the photograph is unknow but given the age of the child, likely taken between mid-1871 and early-1872. The photograph is attributed to John H. Whitley, a photographer working in Elmira, New York during the 1870s.",
MTHM_Library-Branch,MTHM_Library-Branch.jpg,,,,,,,,,,,,The Mark Twain House and Museum,MT Library Branch,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Museum collections,,
MTHM_Memorial_Trustees-03,MTHM_Memorial_Trustees-03.jpg,,,Edith Colgate Salsbury,,1956,,,,,,,The Mark Twain House and Museum,MTHM_Memorial_Trustees-03,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Museum collections,,
MTHM_Memorial_Trustees-10,MTHM_Memorial_Trustees-10.jpg,,,Katharine Seymour Day,,1956 .,,,,,,,The Mark Twain House and Museum,MTHM_Memorial_Trustees-10,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Museum collections,,
MTHM_Memorial_Trustees-31,MTHM_Memorial_Trustees-31.jpg,,,Miss Elizabeth McSherry in schoolroom formerly her living room,Hartford Courant,1974,,,,,,,The Mark Twain House and Museum,MTHM_Memorial_Trustees-31,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Museum collections,,
MTHM_MemorialVisitors-37b,MTHM_MemorialVisitors-37b.jpg,,,Visitors to the Mark Twain House in the 1970s,,1970s,,,,,,,The Mark Twain House and Museum,MTHM_MemorialVisitors-37b,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Museum collections,,
MTHM_NoArt22,IHIH_ComingSoon.jpg,,,The Mark Twain House,Charles H. Overly,,Pencil Drawing,Culture; Arts; Visual Arts; Drawing; Environment; Built Environment; Buildings/Architecture,Charles H. Overly,"351 Farmington Ave, Hartford, Connecticut ",41.76705545,-72.70141583,The Mark Twain House and Museum,MTHM_NoArt22,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Musuem Collections,,Yes
MTHM_NoArt24,IHIH_ComingSoon.jpg,,,National Historic Landmark Designation,,1/4/1963,,Cultural; Arts; Memory & Commemoration; Political; Social; Built Environment; Buildings/Architecture,,"351 Farmington Ave, Hartford, Connecticut ",41.76705545,-72.70141583,The Mark Twain House and Museum,MTHM_NoArt24,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Musuem Collections,National Historic Landmark designation from the U.S. Department of the Interior.,
MTHM_NoArt25,IHIH_ComingSoon.jpg,,,Mark Twain House,Unidentified artist,undated,,Culture; Arts; Visual Arts; Painting; Environment; Built Environment; Buildings/Architecture,,"351 Farmington Ave, Hartford, Connecticut ",41.76705545,-72.70141583,The Mark Twain House and Museum,MTHM_NoArt25,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Museum Collections,"A pen, ink, and watercolor depiction of the Mark Twain House in Hartford, Connecticut",Yes
MTHM_NoArt26,MTHM_NoArt26_f.jpg,,,Mark Twain Library and Memorial Commission Charter,State of Connecticut,4/29/1929,"Mark Twain Library and Memorial Commission incorporation charter, approved and dated April 29,1929. Framed, matted, and glazed. Signed by William M. Harvey, engrossing clerk; Ernest E. Rogers, President of the Senate; Daniel A. Eddy, Speaker of the House; and John H. Trumbull, Governor.",Cultural; Arts; Memory & Commemoration; Political; Social,State of Connecticut; Ernest E. Rogers; Daniel A. Eddy; John H. Trumbull; William M. harvey,"351 Farmington Ave, Hartford, Connecticut ",41.76705545,-72.70141583,The Mark Twain House and Museum,MTHM_NoArt26,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Musuem Collections,"On April 29, 1929, the General Assembly of the State of Connecticut issued a charter to the Mark Twain Library and Memorial Commission. The house was saved on the cusp of the worst economic depression the country had ever seen. To help pay the mortgage, the Hartford Public Library rented the ground floor and the Mark Twain Memorial continued to rent apartments on the upper floors.

Document is approved and date April 29, 1929. It is signed by William M. Harvey, engrossing clerk; Ernest E. Rogers, President of the Senate; Daniel A. Eddy, Speaker of the House; and John H. Trumbull, Governor.
",Yes
MTHM_NoArt60,IHIH_ComingSoon.jpg,,,"Yours Truly, Mark Twain",Harwinton Woman's Club,,,Culture; Arts; Visual Arts; Fiber Art; Environment; Built Environment; Buildings/Architecture,Harwinton Woman's Club,"351 Farmington Ave, Hartford, Connecticut ",41.76705545,-72.70141583,The Mark Twain House and Museum,MTHM_NoArt60,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House & Musuem, Gift of the Harwinton Woman's Club",,Yes
MTHM_NookFarm-02,MTHM_NookFarm-02.jpg,,,Thomas Perkins' House,,,,,,,,,Harriet Beecher Stowe Center,MTHM_NookFarm-02,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",Image courtesy of Harriet Beecher Stowe Center,,
